Label,Utterance
1,The bees decided to have a mutiny against their queen.
1,The Benghazi committee had a staff of 40 people and a budget of millions of dollars.
1,"The British intelligence service liked this strategy too, NRC Handelsblad reports, because they successfully duped a Belgium telecom company with a fake LinkedIn account."
1,The callers are drafted to cold-call other potential voters or go door-to-door canvassing for Modi.
1,The fifty mannequin heads floating in the pool kind of freaked them out.
1,The green tea and avocado smoothie turned out exactly as would be expected.
0,The knives were out and she was sharpening hers.
0,The shark-infested South Pine channel was the only way in or out.
1,The swirled lollipop had issues with the pop rock candy.
1,The Tea Party Connection But there's another danger that TNR doesn't consider.
1,The white water rafting trip was suddenly halted by the unexpected brick wall.
1,There are no coincidences here.
1,"There have been days when I wished to be separated from my body, but today wasn’t one of those days."
1,There were three sphered rocks congregating in a cubed room.
1,There's a reason that roses have thorns.
1,They're playing the piano while flying in the plane.
0,This is all nonsense.
1,This made him feel like an old-style rootbeer float smells.
1,"Three times as many Republicans as Democrats consider Clinton unlikeable, as you might have expected."
1,Tom has good taste.
1,Tom tried to tell Mary that he loved her.
1,"When I cook spaghetti, I like to boil it a few minutes past al dente so the noodles are super slippery."0, Clearly incensed and on the brink of a physical reaction.
1,"""We just wanted someone to answer our question -- what happened to the votes we had put in the ballot boxes?"""
1,"""We know very little about dark energy but one of our ideas is that it is a property of space itself—when you have more space, you have more energy,"" says Portsmouth University researcher and BOSS team-member Dr Matthew Pieri. ""So, dark energy is something that increases with time."
1,"""What happens,"" he asked, ""when people take something that is legal, and something that gives them power—"
1,"(Initiative spending in Washington must be disclosed, but is not otherwise limited.) This rare retreat by the NRA sets an example of how gun safety might be extended state-by-state in the years ahead."
0,"25 years later, she still regretted that specific moment."
1,A kangaroo is really just a rabbit on steroids.
1,A new group of criminal convictions based on what was once considered incontrovertible medical evidence is now under scrutiny—prosecutions based on shaken-baby syndrome (SBS).
0,Alcohol is my favorite thing now
1,All it takes is a little hunger.
1,"Amjad is himself only just back in the city, having months ago fled into exile as a result of his association with another Western journalist."
1,Are you going to a movie?
1,"As she leaves, the team leader scrawls her report on the outside wall with chalk."
0,Be careful with that butter knife.
0,Beer is my only escape
1,Can you blame Tom?
1,"Equipment that supported “precision agriculture,” which could increase crop yields while reducing demand for energy, water, and chemical inputs."
1,Even Kobe's 10 points in the fourth quarter were ugly—eight of them came from the foul line.
1,Everybody should read Chaucer to improve their everyday vocabulary.
1,Excitement replaced fear until the final moment.
1,"For that near-miss disaster, Congress slapped the administration with an omnibus Russia sanctions bill."
1,"From every angle, the results showed that the nation's transformation into a ""majority-minority"" nation is proceeding even faster than expected."
1,"Going from child, to childish, to childlike is only a matter of time."
1,He always wore his sunglasses at night.
1,He colored deep space a soft yellow.
1,"He didn’t want to go to the dentist, yet he went anyway."
1,He had a hidden stash underneath the floorboards in the back room of the house.
1,He had reached the point where he was paranoid about being paranoid.
1,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.
1,His thought process was on so many levels that he gave himself a phobia of heights.
1,His ultimate dream fantasy consisted of being content and sleeping eight hours in a row.
1,Hit me with your pet shark!
1,I am trying to memorise the names of constellations.
1,I decided to buy a car.
0,I hate you
0,I have a gun in my room
1,I love eating toasted cheese and tuna sandwiches.
0,I need someone
1,I was home last night.
1,I'll bring my sister to the party.
0,I'm having a hard time
1,"If any cop asks you where you were, just say you were visiting Kansas."
1,"In March, the company owned by Viacom sued Puzo's estate, ""seeking a declaration that it automatically owned book publishing rights in any book that was a sequel to The Godfather."" As the A.P."
1,"In part, it’s because we only began to understand the phenomenon recently."
1,"It is a coincidence, but a fitting one: Last month, after more than a decade of leading various government affairs operations for Johnson &"
1,"It seems that Viva Forever, a musical ""inspired by the tunes of the Spice Girls,"" is in some trouble."
1,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.
1,"It's scandalous in 2010 that a Google search for ""trees in kinshasa"" only turns up two hits."
1,"Its murderous monster is, simply, nature."
1,Ken always refused to discuss with me anything directly about Isabella.
1,"Liberals may want Obama to win in 2012, but to vote for him as happily as in 2008 denies the fundamentals of liberalism, Friedersdorf writes."
0,No one cares
0,Nobody has encountered an explosive daisy and lived to tell the tale.
0,Nobody notices
1,"On a scale from one to ten, what's your favorite flavor of random grammar?"
1,"Pressures to be “masculine” are often stronger in lower-income or working-class families, Buchmann says."
1,"Really, hilariously sad."
1,She borrowed the book from him many years ago and hasn't yet returned it.
1,She was amazed by the large chunks of ice washing up on the beach.
0,shooting someone else seems easier than this
1,"Six years ago, I grew a beard, mostly because, clean-shaven, I looked like I was still 17 years old."
1,"So, cool as this would be -- I for one would be buying atoms plus bits all the time -- I don't think it'll happen."
0,Sometimes I’m afraid of what I can do when I’m so upset
1,Sometimes it is better to just walk away from things and go back to them later when you’re in a better frame of mind.
1,Swim at your own risk was taken as a challenge for the group of Kansas City college students.
1,Tens of billions squirreled away in U.S.
0,Terror seems like my only option
1,The conversation should not revolve around a fanciful version of agriculture that only exists at cocktail parties.
1,"The craze hit China as well—but the government soon stepped in to decry the shows: So the dating show, and others like it, got a makeover."
1,The fish listened intently to what the frogs had to say.
1,The golden retriever loved the fireworks each Fourth of July.
1,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.
1,The hermit lived in a wooden hut.
1,"The products could appear in stores within five years and won't necessarily belimited to chocolate (yes, Nestle makes other things)."
1,The promotion system got 61 percent.
1,"The rebel fighters released a photograph of the captured Qaddafi with his fingers wrapped in thick bandages, wounds apparently incurred during his weeks on the lam from the forces that overthrew his father's government after more than 40 years, and captured and killed the elder Qaddafi last month."
1,The rise of cable meant white flight from network TV and an era of black sitcoms in the 1990s.
1,"The striking thing about President Obama's speech to Congress on Thursday night wasn't that he called for a jobs plan that included measures he'd pushed before, or that he sucked the attention away from a valuable pregame programming slot in the hour before the first game of the NFL season, a vehicle for working-class Americans to forget the very troubles he wants to alleviate."
1,The sun had set and so had his dreams.
1,"The sunblock was handed to the girl before practice, but the burned skin was proof she did not apply it."
1,The two walked down the slot canyon oblivious to the sound of thunder in the distance.
1,"the unlocked version, and then unlocking it themselves in violation of the DMCA, is denying the provider of revenue which also qualifies."
1,The urgent care center was flooded with patients after the news of a new deadly virus was made public.
1,There isn't any question that Minnesota Viking running back Adrian Peterson is the best running back in the National Football League.
1,"They approach the task with the benefit of having watched Democrats, who took control of the Congress just four years ago, keep many of their campaign promises only to find themselves in deep disfavor with the voters last November."
1,"This approach would offer something for everyone -- conservatives worried about fraud, liberals worried about access, and small-government advocates worried about cost."
1,those questions have a margin of error of 4.1 percentage points.
1,Tom has devoted his life to the anti-nuclear-energy movement.
1,Truth in advertising and dinosaurs with skateboards have much in common.
1,Twin 4-month-olds slept in the shade of the palm tree while the mother tanned in the sun.
1,"When money was tight, he'd get his lunch money from the local wishing well."
1,"When motorists sped in and out of traffic, all she could think of was those in need of a transplant."
1,Who ate the rest of the leftovers?
1,"""She is deciding policy."" The phenomenon of two women at the top of the ruling structures of both Koreas would seem to conflict with the traditional role of men as the rulers of home, family, business, and government in a society dominated by Confucian traditions on both sides of the North-South line."
1,"“People constantly tell us they haven't been here since they were little,"" the museum’s spokesman at the time said."
1,"(The Orthodox Christian monks of New Skete have even developed a controversial dog training technique, the alpha roll, based on supposed wolf pack leader dominance tactics.) Grizzly bears can sometimes seem deceptively human until it's too late, as the filmmaker Werner Herzog documented in Grizzly Man."
1,A 2010 Princeton University analysis of selective colleges that dropped their reliance on standardized tests found that ethnic and racial diversity vastly improved.
1,A suit of armor provides excellent sun protection on hot days.
1,"Although it wasn't a pot of gold, Nancy was still enthralled at what she found at the end of the rainbow."
1,"And then there was this flipside, where the idea of optimization started to take hold—if vitamins were necessary to prevent a deficiency in a small amount, then if you had more of them, you’d be like a superhero."
1,"And then they can use this system to go back in time and scrutinize every decision you’ve ever made, every friend you’ve ever discussed something with."
1,"And writing in the New Statesman, the left-leaning magazine, Daniel Elton pointed out that Jewish relations with Labour are at a “low ebb.” He cites the Boycott Divestment Sanctions movement against Israel, which is supported strongly by British labor unions that are allied with the party."
1,"Another option would be to remove barriers to entry in the advanced classes altogether, and to allow students to self-select their classes instead of test into them.Students do learn at different paces, Theokas says: That is important to understand and accept in order to bring equality into the classroom."
1,Answers) apology for his plagiarized (from Daniel Clowes) short film is plagiarized from artist Shepard Fairey.
1,"Are we supposed to believe that, say, a free safety who's earning maybe $4 million a season will refrain from hitting a receiver across the middle as hard as he can—as hard as Ronnie Lott or former Oakland Raiders safety Jack Tatum did—because no one is slipping him an envelope with $5,000 cash?"
1,"But if some Trump voters are turning against him, as these numbers suggest, the hit is well-deserved."
1,Come to my house.
1,"Dasia tries to help out financially with the $7.57 an hour she earns, but her mom often refuses the cash."
1,Did you see Tom going into the restaurant?
1,Doris enjoyed tapping her nails on the table to annoy everyone.
1,"Endowments are tax-exempt funds, including donations and investments, that colleges and universities manage over many years to pay for a wide range of expenses, such as research, salaries and student financial aid."
1,"Film Alien: Covenant Is the Best Installment Since Aliens—Christopher Orr praises Ridley Scott’s latest movie for wisely focusing on extraterrestrial suspense, not windy philosophizing."
1,"For the 216th time, he said he would quit drinking soda after this last Coke."
1,"Furthermore, it's possible that the very thing that makes Andrew compulsively readable makes him a challenge to advertise."
1,Giving directions that the mountains are to the west only works when you can see them.
1,Harry Evans remembers his own achievement here.
1,He was an introvert that extroverts seemed to love.
1,He wasn't bitter that she had moved on but from the radish.
1,He watched the dancing piglets with panda bear tummies in the swimming pool.
1,"He wondered why at 18 he was old enough to go to war, but not old enough to buy cigarettes."
1,He's in a boy band which doesn't make much sense for a snake.
1,his seven-layer cake only had six layers.
0,How can i keep living
1,I also use Anki to increase my vocabulary.
0,I asked them to hurt me
1,I can't believe I'm actually here.
0,I don't care
0,I don't think I'll be at school next week
0,I have a knife
0,I want to be alone
1,I want to buy a onesie… but know it won’t suit me.
0,I want to walk off a bridge
1,I won't have time this evening.
0,I'm just stressed out
1,Improve your goldfish's physical fitness by getting him a bicycle.
1,"In a statement to reporters from London, England, Obama said he would make the trip to Missouri to ""talk with folks who've been affected, to talk to local officials about our response effort and hopefully to pray with folks and give them whatever assurance and comfort I can that the entire country is going to be behind them."
1,"In reality, however, they don't give a damn about the suffering of detainees, so long as it doesn't land them in jail."
1,It had been sixteen days since the zombies first attacked.
1,"It is, as almost everyone describes it, an acquired taste."
1,It really is a document of what we know about it.
1,"It took him a while to realize that everything he decided not to change, he was actually choosing."
1,It took me several hours to program it.
1,It was the scarcity that fueled his creativity.
1,"It's been remarked before that given the Obama campaign's strange, sometimes plaintive, sometimes stalkerish email subject lines, Carly Rae Jepsen's ubiquitous hit ""Call Me Maybe"" (if you don't think you've heard it, you have) is basically a litany of future Obama fundraising pitches."
0,Its like I don't matter
1,"Last year, Battelle, a research consulting firm, released a study on the economic output of the genetic-testing industry."
1,"Let me use my own words in that regard."" Romney said he was being careful with his answers because he realized he was on foreign soil, and didn't want to create any more controversy. ""Because I'm on foreign soil, I don't want to be creating new foreign policy for my country or in any way to distance myself from the foreign policy of our nation,"" he said."
1,"Like the old big-three television networks—CBS, NBC and ABC—newsmagazines were accused of too much fealty to established institutions and often attacked from both left and right."
1,My Mum tries to be cool by saying that she likes all the same things that I do.
1,"On Monday afternoon, four days later, the share price was up to $8.35, which puts the warrants $847 million in the money -- not a bad return in two trading days."
1,"Open Data Institute, a project funded by the Knight Foundation."
1,Peanut butter and jelly caused the elderly lady to think about her past.
1,Poison ivy grew through the fence they said was impenetrable.
1,Run by: Sarah Palin Real TV or online nonsense: Online nonsense Cost: $10 a month What you get: A video Facebook page?
1,She did her best to help him.
1,She had a habit of taking showers in lemonade.
1,She only paints with bold colors; she does not like pastels.
1,"She saw the brake lights, but not in time."
1,She spoke English to me just to show off.
1,She was too busy always talking about what she wanted to do to actually do any of it.
1,She wasn't sure whether to be impressed or concerned that he folded underwear in neat little packages.
1,Someone I know recently combined Maple Syrup & buttered Popcorn thinking it would taste like caramel popcorn. It didn’t and they don’t recommend anyone else do it either.
1,Sometimes a conspiracy theory can be true.
1,"Still $20, they’ll say.’” All of this insecurity, discouragement, rejection, tears, anger, counseling, suicidal tendencies, humiliation, shame, and isolation is caused by the stigma of a skin condition that usually doesn’t show up most or even all of the year and can be contracted after having protected sex one time."
1,Teachers in the schools using the Playworks program were significantly more likely than teachers in control schools to report positive perceptions of students' safety and engagement in inclusive behavior at recess and significantly less bullying and exclusionary behavior during recess.
1,"That crash sparked the invention of pilot checklists which have been used for nearly a century, transforming global aviation."
1,"The distance traveled from the chaos, and potential split-up of the country, in the late 1990s, to the relative stability and high growth of today, is truly impressive."
1,"The Falls, the packing-house (now owned by the Chinese), the state penitentiary, the advanced aerospace companies, a huge concentration of national credit-card companies, two rival and fast-expanding medical organizations -- in the next few days we'll get to these and other aspects of what I'll argue is one of the most interesting towns in America."
1,The fog was so dense even a laser decided it wasn't worth the effort.
1,The Great Dane looked more like a horse than a dog.
1,The Guinea fowl flies through the air with all the grace of a turtle.
1,"The LA Times reports on the potential impact on the West Coast: A tsunami warning has been issued for the central and northern California coast and Oregon, the National Weather Service announced early Friday."
1,The lake is a long way from here.
1,The light in his life was actually a fire burning all around him.
1,The secret ingredient to his wonderful life was crime.
1,"The she remembered a relative mentioning a modified type of fast—she had called it “the Daniel Fast”—that involved eating only fruits, vegetables, and whole grains for 21 days."
1,"The tears of a clown make my lipstick run, but my shower cap is still intact."
1,There is no DREAM Act cliffhanger;
1,They ran around the corner to find that they had traveled back in time.
1,This doesn't square with the figures on body image and eating disorders in America.
1,"This language infused kinds of cheeses, pasta sauces, and other dishes with sentiments."
0,This shit is killing me
1,Toddlers feeding raccoons surprised even the seasoned park ranger.
1,Tom is an outlaw.
1,We have young kids who often walk into our room at night for various reasons including clowns in the closet.
1,Weather is not trivial - it's especially important when you're standing in it.
1,"When nobody is around, the trees gossip about the people who have walked under them."
1,Will you write a small text about that?
1,Women are more likely to get hitched when they see big potential gains from a union.
1,Writing a list of random sentences is harder than I initially thought it would be.
1,You can see us in the morning.
1,You're good at English when you know the difference between a man eating chicken and a man-eating chicken.
